content_id,type,topic,difficulty_score,word_count,title,description,front_desc,back_desc,options,correct_index,explanation,flip_threshold_sec,creator_id,published_at,expected_read_time_sec
8061,mcq,Geomorphology,0.401,49,,Which of the following best describes Rock cycle in the context of Geomorphology?,,,"['It only applies when Glacial landforms is zero.', 'It is a deprecated concept in modern Geomorphology.', 'It is unrelated to Plate tectonics but affects River erosion.', 'It directly relates to Plate tectonics and determines Glacial landforms.']",3.0,Rock cycle is fundamental because it governs Plate tectonics.,,372,2026-07-10 11:01:33,16.04
8062,text_content,Hydrology,0.627,38,Deep Dive: Understanding Rainfall-runoff in Hydrology,"In the field of Hydrology, Rainfall-runoff stands out as a pivotal concept. Researchers have long studied how Rainfall-runoff influences Hydrograph. Recent advancements suggest that integrating Catchment area can lead to significant improvements.",,,,,,,603,2026-07-14 11:11:00,13.61
8063,flashcard,Web Development,0.658,13,,,Define React.,React refers to the process of REST APIs within Web Development.,,,,5.1,30,2026-07-09 16:29:51,4.71
8064,mcq,Current Affairs & Politics,0.363,48,,"In Current Affairs & Politics, which principle explains Geopolitics?",,,"['It only applies when Policy explainers is zero.', 'It directly relates to Election coverage and determines Policy explainers.', 'It is a deprecated concept in modern Current Affairs & Politics.', 'It is unrelated to Election coverage but affects Election coverage.']",1.0,Geopolitics is fundamental because it governs Election coverage.,,523,2026-07-15 15:34:24,15.47
8065,short_note,Thermodynamics,0.672,18,,**Key Insight:** Entropy is essential for mastering Thermodynamics. Note that Laws of thermodynamics often interacts with Refrigeration cycles.,,,,,,,1107,2026-07-15 04:12:53,6.56
8066,mcq,Freelancing,0.469,48,,Which of the following best describes Pricing your work in the context of Freelancing?,,,"['It is unrelated to Scope creep but affects Client contracts.', 'It only applies when Invoicing is zero.', 'It is a deprecated concept in modern Freelancing.', 'It directly relates to Scope creep and determines Invoicing.']",3.0,Pricing your work is fundamental because it governs Scope creep.,,1380,2026-07-11 20:16:42,16.16
8067,text_content,Mobile App Development,0.811,47,Deep Dive: Understanding Push notifications in Mobile App Development,"In the field of Mobile App Development, Push notifications stands out as a pivotal concept. Researchers have long studied how Push notifications influences React Native. Recent advancements suggest that integrating App Store guidelines can lead to significant improvements.",,,,,,,1967,2026-07-07 11:27:18,18.02
8068,short_note,World Mythology,0.309,18,,**Key Insight:** Deity pantheons is essential for mastering World Mythology. Note that Archetypes often interacts with Oral traditions.,,,,,,,1714,2026-07-13 15:51:48,5.67
8069,mcq,Corporate Finance,0.875,51,,Which of the following best describes Capital budgeting in the context of Corporate Finance?,,,"['It only applies when Portfolio diversification is zero.', 'It is a deprecated concept in modern Corporate Finance.', 'It is unrelated to Valuation basics but affects Valuation basics.', 'It directly relates to Valuation basics and determines Portfolio diversification.']",3.0,Capital budgeting is fundamental because it governs Valuation basics.,,818,2026-07-08 00:23:04,19.99
8070,mcq,Archeology,0.255,48,,Which of the following best describes Stratigraphy in the context of Archeology?,,,"['It is unrelated to Radiocarbon dating but affects Radiocarbon dating.', 'It only applies when Artifact conservation is zero.', 'It directly relates to Radiocarbon dating and determines Artifact conservation.', 'It is a deprecated concept in modern Archeology.']",2.0,Stratigraphy is fundamental because it governs Radiocarbon dating.,,1531,2026-07-11 13:34:14,14.76
8071,flashcard,Cloud Computing,0.601,12,,,Define Docker.,Docker refers to the process of CI/CD within Cloud Computing.,,,,3.44,610,2026-07-15 15:38:25,4.26
8072,flashcard,Java Programming,0.781,18,,,Define Interfaces & abstract classes.,Interfaces & abstract classes refers to the process of Multithreading within Java Programming.,,,,7.34,1513,2026-07-13 20:51:59,6.83
8073,flashcard,Discrete Mathematics,0.245,15,,,Define Graph theory.,Graph theory refers to the process of Set theory within Discrete Mathematics.,,,,3.51,1122,2026-07-15 17:53:42,4.59
8074,text_content,Sports Science,0.76,40,Deep Dive: Understanding Biomechanics in Sports Science,"In the field of Sports Science, Biomechanics stands out as a pivotal concept. Researchers have long studied how Biomechanics influences Ball trajectory. Recent advancements suggest that integrating Kinematics can lead to significant improvements.",,,,,,,1588,2026-07-11 10:47:37,15.06
8075,short_note,Graphic Design,0.595,18,,**Key Insight:** Figma workflows is essential for mastering Graphic Design. Note that Logo design often interacts with Typography.,,,,,,,434,2026-07-12 14:00:55,6.37
8076,flashcard,IOE Entrance Exam,0.656,18,,,Define Entrance mock tests.,Entrance mock tests refers to the process of IOE syllabus within IOE Entrance Exam.,,,,6.07,1722,2026-07-15 03:30:12,6.52
8077,short_note,Current Affairs & Politics,0.489,20,,**Key Insight:** Election coverage is essential for mastering Current Affairs & Politics. Note that Geopolitics often interacts with Policy explainers.,,,,,,,1811,2026-07-09 02:04:59,6.79
8078,flashcard,Political Philosophy,0.478,14,,,Define Social contract.,Social contract refers to the process of Totalitarianism within Political Philosophy.,,,,4.71,584,2026-07-14 03:42:03,4.73
8079,mcq,Career Growth,0.8,43,,What is the primary function of Performance reviews?,,,"['It is a deprecated concept in modern Career Growth.', 'It is unrelated to Salary negotiation but affects Career pivots.', 'It only applies when Networking is zero.', 'It directly relates to Salary negotiation and determines Networking.']",3.0,Performance reviews is fundamental because it governs Salary negotiation.,,176,2026-07-16 06:13:53,16.42
8080,short_note,Architectural History,0.718,19,,**Key Insight:** Bauhaus philosophy is essential for mastering Architectural History. Note that Pagoda style often interacts with Gothic vaulting.,,,,,,,917,2026-07-12 05:41:59,7.04
8081,flashcard,Nepali Literature,0.353,16,,,Define Muna Madan.,Muna Madan refers to the process of Laxmi Prasad Devkota within Nepali Literature.,,,,7.83,355,2026-07-16 06:34:29,5.13
8082,short_note,Classical Physics,0.615,18,,**Key Insight:** Wave-particle duality is essential for mastering Classical Physics. Note that Nuclear physics often interacts with Electromagnetism.,,,,,,,1670,2026-07-15 17:35:33,6.42
8083,mcq,Fashion & Style,0.212,45,,What is the primary function of Thrifting?,,,"['It only applies when Wardrobe basics is zero.', 'It is unrelated to Seasonal trends but affects Seasonal trends.', 'It is a deprecated concept in modern Fashion & Style.', 'It directly relates to Seasonal trends and determines Wardrobe basics.']",3.0,Thrifting is fundamental because it governs Seasonal trends.,,527,2026-07-01 17:48:20,13.57
8084,flashcard,Nepali Culture & Festivals,0.201,17,,,Define Newari traditions.,Newari traditions refers to the process of Major festivals within Nepali Culture & Festivals.,,,,3.01,451,2026-07-10 02:13:27,5.1
8085,short_note,Cloud Computing,0.449,16,,**Key Insight:** Docker is essential for mastering Cloud Computing. Note that Kubernetes often interacts with CI/CD.,,,,,,,1054,2026-07-15 09:18:33,5.34
8086,short_note,Civil Engineering & Construction,0.301,20,,**Key Insight:** Project estimation is essential for mastering Civil Engineering & Construction. Note that Materials often interacts with Building codes.,,,,,,,888,2026-07-01 04:36:12,6.28
8087,short_note,Machine Learning,0.753,18,,**Key Insight:** LLMs is essential for mastering Machine Learning. Note that Decision trees often interacts with Supervised learning.,,,,,,,904,2026-07-12 23:16:45,6.76
8088,short_note,Geomorphology,0.725,18,,**Key Insight:** Rock cycle is essential for mastering Geomorphology. Note that Glacial landforms often interacts with Plate tectonics.,,,,,,,906,2026-07-15 13:07:29,6.69
8089,flashcard,C Programming,0.672,14,,,Define Structs.,Structs refers to the process of Recursion in C within C Programming.,,,,5.91,1434,2026-06-29 18:30:53,5.1
8090,short_note,Parenting,0.944,19,,**Key Insight:** Screen time limits is essential for mastering Parenting. Note that Toddler tantrums often interacts with Sleep training.,,,,,,,255,2026-07-03 08:55:21,7.63
8091,text_content,Thermodynamics,0.711,43,Deep Dive: Understanding Heat engines in Thermodynamics,"In the field of Thermodynamics, Heat engines stands out as a pivotal concept. Researchers have long studied how Heat engines influences Laws of thermodynamics. Recent advancements suggest that integrating Refrigeration cycles can lead to significant improvements.",,,,,,,531,2026-07-07 21:42:44,15.89
8092,mcq,Java Programming,0.207,52,,Which of the following best describes Multithreading in the context of Java Programming?,,,"['It is unrelated to Spring Boot but affects JVM internals.', 'It only applies when OOP in Java is zero.', 'It directly relates to Spring Boot and determines OOP in Java.', 'It is a deprecated concept in modern Java Programming.']",2.0,Multithreading is fundamental because it governs Spring Boot.,,671,2026-07-04 00:32:52,15.65
8093,flashcard,Structural Engineering,0.816,15,,,Define Concrete mix.,Concrete mix refers to the process of Bending moment within Structural Engineering.,,,,4.45,629,2026-07-04 22:24:51,5.76
8094,text_content,MERN Stack,0.928,42,Deep Dive: Understanding Middleware in MERN Stack,"In the field of MERN Stack, Middleware stands out as a pivotal concept. Researchers have long studied how Middleware influences State management. Recent advancements suggest that integrating Node.js event loop can lead to significant improvements.",,,,,,,480,2026-06-29 10:26:48,16.77
8095,flashcard,Relationships & Dating,0.906,16,,,Define Breakup recovery.,Breakup recovery refers to the process of Red flags within Relationships & Dating.,,,,7.1,1320,2026-07-16 08:25:32,6.34
8096,flashcard,Stock Market Investing,0.913,18,,,Define Nepal Stock Exchange.,Nepal Stock Exchange refers to the process of Mutual funds within Stock Market Investing.,,,,5.63,1324,2026-07-13 20:37:57,7.15
8097,short_note,Photography,0.551,18,,**Key Insight:** Camera settings is essential for mastering Photography. Note that Editing basics often interacts with Composition rules.,,,,,,,271,2026-07-09 17:32:27,6.26
8098,short_note,Computer Vision,0.687,18,,**Key Insight:** Edge detection is essential for mastering Computer Vision. Note that OpenCV often interacts with Image segmentation.,,,,,,,1619,2026-07-11 01:34:50,6.6
8099,short_note,Cryptocurrency & Web3,0.525,20,,**Key Insight:** Blockchain explained is essential for mastering Cryptocurrency & Web3. Note that Wallet security often interacts with Smart contracts.,,,,,,,1294,2026-07-16 10:38:46,6.89
8100,flashcard,Philosophy,0.693,11,,,Define Empiricism.,Empiricism refers to the process of Rationalism within Philosophy.,,,,7.65,31,2026-07-15 23:32:10,4.04
8101,flashcard,Mental Health,0.734,14,,,Define Therapy basics.,Therapy basics refers to the process of Journaling within Mental Health.,,,,6.21,1323,2026-06-30 13:51:20,5.22
8102,text_content,Fitness & Strength Training,0.787,48,Deep Dive: Understanding Gym routines in Fitness & Strength Training,"In the field of Fitness & Strength Training, Gym routines stands out as a pivotal concept. Researchers have long studied how Gym routines influences Home workouts. Recent advancements suggest that integrating Progressive overload can lead to significant improvements.",,,,,,,124,2026-07-14 16:46:26,18.24
8103,mcq,Embedded Systems,0.663,45,,"In Embedded Systems, which principle explains Firmware?",,,"['It directly relates to Real-time OS and determines IoT devices.', 'It is unrelated to Real-time OS but affects PCB design basics.', 'It is a deprecated concept in modern Embedded Systems.', 'It only applies when IoT devices is zero.']",0.0,Firmware is fundamental because it governs Real-time OS.,,963,2026-07-15 00:30:27,16.34
8104,flashcard,Embedded Systems,0.27,16,,,Define IoT devices.,IoT devices refers to the process of PCB design basics within Embedded Systems.,,,,5.92,1450,2026-07-15 20:20:49,4.95
8105,text_content,Macroeconomics,0.801,42,Deep Dive: Understanding Fiscal policy in Macroeconomics,"In the field of Macroeconomics, Fiscal policy stands out as a pivotal concept. Researchers have long studied how Fiscal policy influences Inflation metrics. Recent advancements suggest that integrating Monetary policy can lead to significant improvements.",,,,,,,1302,2026-07-13 22:12:56,16.04
